Title,Location,Price,description,Links
"2 bedroom basement for rent, Brampton(McLaughlin / Steeles Ave)",Mississauga / Peel Region,"$1,700.00","Move in Ready 2 bedroom basement Excellent location close to Shoppers world, Sheridan College Multiple bus stop reach in 5 minutes. ( Get bus stops in 5 minutes ......bus tops in Steeles Avenue + ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent-brampton-mclaughlin-steeles-ave/1632010194
Basement available immediately,Mississauga / Peel Region,"$2,200.00","Three Bedroom basement apartmen has side entrance . Near intersection Kennedy and Bovaird Close to all the amenities , bus stop, shopping and schools. Unit is available 1 st of October and includes: ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-available-immediately/1628474646
2 Bedroom Basement Apartment,Markham / York Region,"$1,699.00","Legal 2 Bedroom Apartment With Vinyl Flooring And Stainless Steel Appliances. Own Laundry, Side Separate Entrance, Great Layout In A Good Family Neighborhood. Walk To Everything You May Need, Public, ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bedroom-basement-apartment/1630020512
One Bedroom Suite - Sheridan College - Queen St & McMurchy Av,Mississauga / Peel Region,$950.00,"One Bedroom Suite - Sheridan College - Queen St & McMurchy Av. All utilities included except hydro. You will have a private entrance, private washroom, and kitchen. Bus stop in front of the house. ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bedroom-suite-sheridan-college-queen-st-mcmurchy-av/1625576868
BASEMENT APARTMENT FOR RENT - Warden/Lawrence,City of Toronto,PleaseContact,IF INTERESTED CALL 416-845-7268 between 10AM AND 7PM. DO NOT MESSAGE ON KIJIJI. The apartment is in the apartment of a house located near warden and lawrence avenue.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent-warden-lawrence/1625565264
Beautiful Basement For Rent In Ajax,Oshawa / Durham Region,"$1,300.00","Perfect for 1-2 people. Spacious And Bright One Bedroom Basement With Separate Entrance To The Basement, Walkable Distance To School, Public Transit And Many More. Utilities Sharing 30/70 Ratio With ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/beautiful-basement-for-rent-in-ajax/1625531078
Whitby Basement Apt for Rent 1700 All inclusive,Oshawa / Durham Region,"$1,700.00",1 plus den basement apartment available for rent August 1 2022 Steps away from downtown Whitby All inclusive Laminte floors through out Large bathroom shared laundry,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/whitby-basement-apt-for-rent-1700-all-inclusive/1625528391
Not Avalable!,Markham / York Region,"$1,200.00","NOT AVAILABLE!!!! BACHELOR BASEMENT APARTMENT FOR RENT IN RICHMOND HILL. SEPARATE ENTRANCE, FURNISHED, PRIVATE BATHROOM. REFRIGERATOR, ELECTRIC STOVE, MICROWAVE $1200 PER MONTH, WATER, ELECTRICITY, ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/not-avalable/1625510086
Brand New Legal Walkout Basement for Rent.,Oshawa / Durham Region,"$2,000.00","Brand new spacious walkout basement 2-bedroom and 1-bath, available for rent. Located in a peaceful neighbourhood with many conveniences nearby. Elementary school and French immersion are only ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/brand-new-legal-walkout-basement-for-rent/1625438482
Brand New Spacious 2– Bedroom Fully Renovated Basement for Rent!,Mississauga / Peel Region,PleaseContact,"Available from October 1st, 2022 Lease: Minimum 1 year Separate Entrance/Exit Major Intersection: Eglington Avenue - 1 Car parking available - Visitor parking available on street/Community - ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brand-new-spacious-2-bedroom-fully-renovated-basement-for-rent/1625446762
1 Bedroom Basement - Newly built - Female tenants only,Oakville / Halton Region,"$1,450.00","Offering 1 bedroom basement apartment Newly built, never lived in before New appliances Parking included Internet and utilities included Looking for female tenants only Price will be a little bit ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bedroom-basement-newly-built-female-tenants-only/1625423794
2 Bedroom Basement Apartment for Rent at Stouffville,Markham / York Region,"$1,900.00","Welcome To This Sunfilled, Spacious Basement With High Ceiling, Located In Calm High-End Neighbourhood, New S/S Appliances With Quartz Countertop, Backsplash & Dishwasher. Separate Ensuite Laundry ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bedroom-basement-apartment-for-rent-at-stouffville/1625356787
1 bedroom basement Apartment  across  Trinity Commons Brampton,Mississauga / Peel Region,"$1,300.00","1 bedroom basement apartment with living room, laundry room separate entrance. This is located across from Trinity Commons",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-basement-apartment-across-trinity-commons-brampton/1625330558
Basement apartment for rent,Mississauga / Peel Region,"$1,800.00","A beautiful 2 bedroom basement apartment coming in angust in a quiet neighborhood with separate entrance easy access to transit on bus roat shopping area, easy school, freshly painted Contact hope",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent/1625307984
"**BEAUTIFUL 1-BR bright, unique, Basement Direct Walkout Reno**",Old Toronto,"$1,995.00","This is a lovely and unique 1 Bedroom *Basement Walkout* apartment ideally suited to a quiet professional person or professional couple. Note: It is on the lower level of the house, but has a direct ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-1-br-bright-unique-basement-direct-walkout-reno/1631953233
2 Bedroom Basement Apt Separate Entrance By Coxwell & Danforth,Toronto,"$1,850.00",Location - Less than 3 minutes walk from Coxwell Ave & Michael Garron Hospital (formerly Toronto East General Hospital). - 10 minutes walk from Coxwell Subway Station. - TTC Bus Stop is just numbers ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apt-separate-entrance-by-coxwell-danforth/1632339873
1 Bedroom Basement For Rent Mississauga $1675/month,Mississauga,"$1,675.00","FOR RENT: A Beautiful, newly renovated One Bedroom Basement Apartment With a Separate Entrance. Has own kitchen, own full washroom with shower, own living room area, and 1 Bedroom. It is 700 square ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-basement-for-rent-mississauga-1675-month/1632190820
"New, Clean & Beautiful, Modern 3 Bed Markham Apartment for rent",Markham,"$2,500.00","Beautiful basement apartment, modern and very clean, located in prime location in Markham close to shopping centers, grocery stores and good schools. 5 mins away from highway 407, 15 mins away from ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/new-clean-beautiful-modern-3-bed-markham-apartment-for-rent/1631913246
NEW ALL INCLUSIVE BASEMENT FOR RENT IN SCARBOROUGH-,Toronto,"$2,199.00","NEW ALL INCLUSIVE BASEMENT FOR RENT IN SCARBOROUGH- New All Inclusive2 Bedroom Basement Apt. With Separate Entrance. Laminate Floors, Pot lights, Large windows, 3 Piece Bath, En-suite Washer and ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-all-inclusive-basement-for-rent-in-scarborough/1630927276
BASEMENT APARTMENT FOR RENT - Warden/Lawrence,City of Toronto,PleaseContact,IF INTERESTED CALL 416-845-7268 between 10AM AND 7PM. DO NOT MESSAGE ON KIJIJI. The apartment is in the apartment of a house located near warden and lawrence avenue.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent-warden-lawrence/1625565264
Beautiful Basement For Rent In Ajax,Oshawa / Durham Region,"$1,300.00","Perfect for 1-2 people. Spacious And Bright One Bedroom Basement With Separate Entrance To The Basement, Walkable Distance To School, Public Transit And Many More. Utilities Sharing 30/70 Ratio With ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/beautiful-basement-for-rent-in-ajax/1625531078
Whitby Basement Apt for Rent 1700 All inclusive,Oshawa / Durham Region,"$1,700.00",1 plus den basement apartment available for rent August 1 2022 Steps away from downtown Whitby All inclusive Laminte floors through out Large bathroom shared laundry,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/whitby-basement-apt-for-rent-1700-all-inclusive/1625528391
Not Avalable!,Markham / York Region,"$1,200.00","NOT AVAILABLE!!!! BACHELOR BASEMENT APARTMENT FOR RENT IN RICHMOND HILL. SEPARATE ENTRANCE, FURNISHED, PRIVATE BATHROOM. REFRIGERATOR, ELECTRIC STOVE, MICROWAVE $1200 PER MONTH, WATER, ELECTRICITY, ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/not-avalable/1625510086
Brand New Legal Walkout Basement for Rent.,Oshawa / Durham Region,"$2,000.00","Brand new spacious walkout basement 2-bedroom and 1-bath, available for rent. Located in a peaceful neighbourhood with many conveniences nearby. Elementary school and French immersion are only ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/brand-new-legal-walkout-basement-for-rent/1625438482
Brand New Spacious 2– Bedroom Fully Renovated Basement for Rent!,Mississauga / Peel Region,PleaseContact,"Available from October 1st, 2022 Lease: Minimum 1 year Separate Entrance/Exit Major Intersection: Eglington Avenue - 1 Car parking available - Visitor parking available on street/Community - ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brand-new-spacious-2-bedroom-fully-renovated-basement-for-rent/1625446762
1 Bedroom Basement - Newly built - Female tenants only,Oakville / Halton Region,"$1,450.00","Offering 1 bedroom basement apartment Newly built, never lived in before New appliances Parking included Internet and utilities included Looking for female tenants only Price will be a little bit ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bedroom-basement-newly-built-female-tenants-only/1625423794
2 Bedroom Basement Apartment for Rent at Stouffville,Markham / York Region,"$1,900.00","Welcome To This Sunfilled, Spacious Basement With High Ceiling, Located In Calm High-End Neighbourhood, New S/S Appliances With Quartz Countertop, Backsplash & Dishwasher. Separate Ensuite Laundry ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bedroom-basement-apartment-for-rent-at-stouffville/1625356787
1 bedroom basement Apartment  across  Trinity Commons Brampton,Mississauga / Peel Region,"$1,300.00","1 bedroom basement apartment with living room, laundry room separate entrance. This is located across from Trinity Commons",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-basement-apartment-across-trinity-commons-brampton/1625330558
Basement apartment for rent,Mississauga / Peel Region,"$1,800.00","A beautiful 2 bedroom basement apartment coming in angust in a quiet neighborhood with separate entrance easy access to transit on bus roat shopping area, easy school, freshly painted Contact hope",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent/1625307984
Basement for rent,Mississauga / Peel Region,"$1,500.00","Renting a well furnished basement that comes with 1 bedroom, 1 bathroom (with a toilet, sink and a bathtub), a kitchen, living area, 1 parking spot and a laundry room. Tenant can move in anytime from ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent/1625312926
Clean and Spacious Legal 2 Bedroom Basement Apartment for Rent,Pickering,"$1,950.00",- $1950.00 (all utilities included) - Available as of September 9th/October 1st - 2 bedroom - main intersection Rosebank Road and Sheppard Ave - large open concept kitchen and family room with fire ...,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/clean-and-spacious-legal-2-bedroom-basement-apartment-for-rent/1631607297
BRAND NEW  2 BEDROOM 1 BATH BASEMENT APARTMENT IN SOUTH BARRIE,Barrie,"$1,900.00",This beautiful and totally new renovated legal basement apartment located in Barrie's highly sought after Innis-Shore Neighborhood is currently available for rent. This immaculate unit features two ...,https://www.kijiji.ca/v-apartments-condos/barrie/brand-new-2-bedroom-1-bath-basement-apartment-in-south-barrie/1620562673
"1 bedroom, 1 living room basement apartment Mississauga SQ One",Mississauga / Peel Region,"$1,250.00","Separate entrance, spacious and bright basement apartment with one bedroom, private bathroom and living room. Shared kitchen/laundry room with another tenant who lives in a separate entrance unit ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-1-living-room-basement-apartment-mississauga-sq-one/1631737467
2 BEDROOMS BASEMENT FOR RENT IN AJAX,Oshawa / Durham Region,"$1,900.00","- Spacious basement with two large bedrooms, 1 bathroom, full kitchen appliances, a storage room and separate laundry. - A quiet and friendly neighbourhood and close to all amenities plus walking ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedrooms-basement-for-rent-in-ajax/1631572299
3 Bedroom Apartment for rent in Brampton.,Mississauga / Peel Region,"$2,250.00",# 3 Bedroom Apartment for rent in Brampton - call please 416-636-7498 # $2250 +30% Utility's. Location! Location! Location!!! #Luxurious 9” fit Celling - Legal basement with # separate Entrance. #Top ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/3-bedroom-apartment-for-rent-in-brampton/1631273118
BASEMENT APARTMENT FOR RENT - Warden/Lawrence,City of Toronto,PleaseContact,IF INTERESTED CALL 416-845-7268 between 10AM AND 7PM. DO NOT MESSAGE ON KIJIJI. The apartment is in the apartment of a house located near warden and lawrence avenue.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent-warden-lawrence/1625565264
